text,user,id,project,page_title,page_url,disrespect,respect,explanation,causal_reasoning,narrative,question,response,advocacy,public_interest,counterarguments,constructive_proposal
"18px|link=|alt= Not done This is not a typo. ""Ordnance"" is an actual word and is used correctly in this context.",Living Concrete,37552.0,wikipedia,Talk:George Washington/Archive 37,https://wikipedia.org/wiki?curid=63900738.0,,,,,,,,,,,
"Template:Tq is only for quoting in talk and project pages. Do not use it in actual articles.Category:Pages with incorrect formatting templates use Yet more baseless assertions, made with no evidence to support them. On the other hand, the blurbs for each of my books were either authored by me, or by my editor, and then only published with my approval. And I don't have the clout of, say, a JK Rowling or a Bill Bryson. Andy Mabbett (Pigsonthewing); Talk to Andy;",Pigsonthewing,43473.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 312,https://wikipedia.org/wiki?curid=65375557.0,,,,,,,,,,,
"Looks like there's been lots of discussions about [[Murica]] and it has redirected to [[Murcia]] in Spain, to [[America]], and to Wiktionary over the years, but that was all before [[Murica (album)]] was created in June 2020. The album's article probably should have been written right over the [[Murica]] redirect as the only topic on WP with that precise title, but since it wasn't, it should be moved to that title now. As to [['Murica]] with the apostrophe, I'm not sure what to do with that. It is averaging about 5 hits per day, but 4 of those 5 seem to be coming from the [[Murica]] redirect, so I would probably just leave it alone with a hatnote pointing to the album.",Station1,51103.0,wikipedia,Wikipedia talk:Disambiguation/Archive 54,https://wikipedia.org/wiki?curid=67466668.0,,,,,,,,,,,
"No. Determining consensus does not mean seeing who can bring the most people to shout the loudest. If you also think I have presented you with tortured almost-logic, then articulate what is wrong with it. -",Cengime,2328.0,wikipedia,Talk:Georgia Guidestones,https://wikipedia.org/wiki?curid=1193912.0,,,,,,,,,,,
"*Yes: I think the [[American Mathematical Society]] is clearly ""a major scholarly society"", so the question is whether or not it ""reserves fellow status as a highly selective honor"". [http://www.ams.org/profession/ams-fellows/ams-fellows Apparently] there are 46 fellows every year, and they are mathematicians ""who have made outstanding contributions to the creation, exposition, advancement, communication, and utilization of mathematics"". I believe that an outstanding achievement award given to a few dozen people every year by such a large society qualifies as highly selective, comparable to some of the medical awards and fellowships that count for presumed notability. -",Astrophobe,42074.0,wikipedia,Wikipedia talk:WikiProject Biography/Archive 74,https://wikipedia.org/wiki?curid=64957116.0,,,,,,,,,,,
"@[[User:Alaexis|Alaexis]], I would say that all the items in the list are slightly different, so I would encourage reading them all. There are also undoubtedly more and older examples, but I tried to choose relevant recent ones.
:In #1, it is not splitting hairs at all, Fox reported something completely false and which affects the politics of the Clinton campaign and the Duraham investigation to support their party line. Leadstories clearly says, ""Did Special Counsel John Durham's court filings say the Hillary Clinton campaign in 2016 paid to have servers in Trump Tower and in the White House infiltrated in hopes of establishing a link between Russian operatives and Donald J. Trump? No, that's not true: neither the new filing nor the indictment Durham filed in 2021 about events in 2016 say anyone infiltrated White House or Trump Tower servers."" ""Durham, the Special Counsel that Trump's attorney general, Bill Barr, appointed to investigate how the FBI acted on what turned out to be false premises, makes it clear that Sussman, an attorney paid both by the Clinton campaign and an un-named pro-Clinton tech executive, didn't have success documenting a Trump/Russian Bank connection. Nor the indictment -- against a lawyer who simultaneously worked for the Clinton campaign and for a pro-Clinton tech executive -- nor the new filing say that Trump Tower and White House servers were infiltrated at all."" ""The indictment filed by Durham charges Sussman with lying, but not actual infiltration of private Trump servers and does not mention White House servers at all"" Clearly false and slanted reporting by Fox. As you should know, Sussman was found not guilty. Maybe if the facts Fox reported were true, it would have been different.
:For #2, it claims Fauci dismissed the study altogether, but in fact, he did not. He did not even doubt the study's findings. ""Fauci did not say he doesn’t trust the research findings, which indicated a disparity between the Moderna and Pfizer vaccines in their effectiveness at preventing COVID-19 infection. Rather, Fauci pointed out that the preprint study is preliminary, and should not be used as a guide on which vaccine to choose for a booster. When it comes to booster shots, he said, people should get the same vaccine they received originally."" So, it's clearly false misinformation casting doubt on Fauci and/or scientific research.",Andrevan,66168.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 385,https://wikipedia.org/wiki?curid=71862160.0,,,,,,,,,,,
"I don't want any tiptoeing in WP- quite the contrary.  I would like due respect paid to those who were killed by Lenin's government, so the mealy-mouthed elements of this article should go.  When somebody suggests that 'reunited' is not an appropriate word for those countries conquered by Lenin, that's not anti-Lenin.  When I suggest that Lenin's imperialist actions are far more important than his anti-imperialist speeches, that's not anti-Lenin.  MBO and JU have consistently fought against these sort of changes being made, in the apparent belief that triangulation between the facts and some PR spin is a NPOV.  When I make an edit to clarify that only one cite asserts that Lenin was demonized, that's following the sources, it's not being anti-Lenin.  When I make an edit to show that various countries that achieved their independence around 1920 did so despite armed attempts to squash them by Lenin, that's not anti-Lenin.  (The previous wording, in this -oh-so-wonderful FA article, defended by MBO, suggested that it was by Lenin's graciousness that they achieved independence.)  When I say that Lenin's cult differed from Washington's in that the population of the USA was not cowed by terror into going along with the personality cult, that's not anti-Lenin.  There is indeed a pattern here, and its not an anti-Lenin pattern by me and others, it's let's-not-use-a-nasty-word-for-a-nasty-act by MBO.  There's the tiptoeing, and there's the bias.
::",Gravuritas,19782.0,wikipedia,Talk:Vladimir Lenin/Archive 11,https://wikipedia.org/wiki?curid=55833009.0,,,,,,,,,,,
"*Agree with the above arguments in support of A due to forward-facing position, and the resolution is decent enough.",Coolcactus04,55851.0,wikipedia,Talk:Nicki Minaj/Archive 5,https://wikipedia.org/wiki?curid=69019732.0,,,,,,,,,,,
"* Yes, remove per [[MOS:IMAGERELEVANCE]].  It's purely decorative in an infobox, but perhaps relevant in the body near relevant encyclopedic text.—",Bagumba,34486.0,wikipedia,Template talk:Infobox person/Archive 35,https://wikipedia.org/wiki?curid=62976472.0,,,,,,,,,,,
"*Redirect location but Yes-ish.   [[WP:BIO]] seems the incorrect place as it is a notability guide, not a content policy item.  Perhaps a better location for the mentioned [https://en.wikipedia.org/wiki/Wikipedia_talk:Biographies_of_living_persons/Archive_36#RfC:_Official_Responses_/_Rebuttals RfC held in 2014] would be at [[WP:NPOVFAQ]] ?    Cheers",Markbassett,69771.0,wikipedia,Wikipedia talk:Biographies of living persons/Archive 51,https://wikipedia.org/wiki?curid=72761909.0,,,,,,,,,,,
"[[User: Robert McClenon]];
After going through the entire discussion one thing which was evident is that, there is a debate between the proponents CherryPie94 and Lizzydarcy2008 on the fact that The King: Eternal Monarch is a successful drama or not. Facts/opinionated facts and changes proposed by Lizzydarcy2008 mostly seems to be flattery and pleasant to read, on the other side, facts/opinionated facts proposed by CherryPie94 seems to be quite exaggerated on both positive and negative aspects of drama's reception making it to seem neutral. 
One topic which was touched  many times was the popularity of this drama outside South Korea. I myself a regular Kdrama watcher can say that: Yes, The King: Eternal Monarch was a popular drama overseas but others kdramas like Crash Landing on You and It's Okay to Not Be Okay were more popular overseas. Even considering it to be a important reason for its less viewership rating on TV is absurd. It can be said that drama was popular overseas and can be considered as a part of its success but regarding it as strong point/stand for lower viewership is not quite believable. Even the source added to make this fact acceptable is a topic of debate should not be added in neutral articles of Wikipedia. Dramas like Itaewon Class and Crash Landing on You also aired on online streaming sites like TVing and Netflix simultaneously with TV but still recorded strong ratings throughout their run. Even if you disregard my opinion on the fact of viewership the facts stated are true. 
As a conclusion, if I have to choose between the two proposed changes I will go with proponent CherryPie94. But the sentences are quite exaggerated and I will suggest them to be made simpler.",Revolutionery,42462.0,wikipedia,Talk:The King: Eternal Monarch/Archive 1,https://wikipedia.org/wiki?curid=65130628.0,,,,,,,,,,,
"*Comment - the initiator of this survey largely confused the audience, making some oppose the proposal, while others oppose the idea (so oppose can be either yes or no, depends on understanding).",Greyshark09,12755.0,wikipedia,Talk:List of state leaders in 2016/Archive 2,https://wikipedia.org/wiki?curid=50220790.0,,,,,,,,,,,
"*::::That still doesn't matter, because we're talking about Fox's articles, not video segments posted on Foxnews.com.",X-Editor,66067.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 385,https://wikipedia.org/wiki?curid=71862160.0,,,,,,,,,,,
"Nepal now have ODI status don't they, so it's likely that the better and likely more notable players will play ODI cricket and pass from that. For me I think we should leave it out for now, and revisit in the future. We could add associate nations that subsequently received ODI status (so historical players from those nations are included) but that will then include USA, PNG, Oman and the UAE who we won't see much coverage for. I think it's probably just better to go on GNG for them, as if there's coverage then there can be an article.",Rugbyfan22,53292.0,wikipedia,Wikipedia talk:WikiProject Cricket/Archive 91,https://wikipedia.org/wiki?curid=68031602.0,,,,,,,,,,,
"*::Also, things about your theory get even messier when you realize that section of guidance isn't just talking about ""significant coverage"". It also has several sections about sourcing, and goes on to talk about how to organize or merge content to avoid article bloat in the last bullet point, and then finally at the last part it says none of this stuff applies to disambigs. How you've managed taking all that out of context and turning just the very last part into ""only applies to the DAB topic itself or DAB name"" is beyond me.",Huggums537,64838.0,wikipedia,Wikipedia talk:What Wikipedia is not/Archive 58,https://wikipedia.org/wiki?curid=71472479.0,,,,,,,,,,,
"*(Summoned by bot) Oppose per Nat Gertler, SoWhy, ComplexRational, letcreate123 and probably most of the other opposers.",Thryduulf,30261.0,wikipedia,Wikipedia talk:Articles for deletion/Archive 73,https://wikipedia.org/wiki?curid=61466044.0,,,,,,,,,,,
"*Oppose. I prefer the original wording. The new proposal obscures the fact that Trump made the false statements, as noted by MrX. --",Tataral,29937.0,wikipedia,Talk:Donald Trump/Archive 100,https://wikipedia.org/wiki?curid=61199975.0,,,,,,,,,,,
What's a title case?,GoodDay,48680.0,wikipedia,Wikipedia talk:Manual of Style/Biography/2021 archive,https://wikipedia.org/wiki?curid=66781411.0,,,,,,,,,,,
"Looks good, I added it.",Crossroads,53599.0,wikipedia,Talk:Human/Archive 35,https://wikipedia.org/wiki?curid=68040959.0,,,,,,,,,,,
"*::[[User:Mike Peel|Mike Peel]] I tried that, and just double-checked it. It says fetchwikidata is an unknown parameter.",Alsee,19290.0,wikipedia,Template talk:Infobox UNESCO World Heritage Site/Archive 1,https://wikipedia.org/wiki?curid=55671808.0,,,,,,,,,,,
"*: This is a really a malformed RFC. WP:V and WP:N are two very different P&G on WP, so it's not fair to ask the question as applying to both. --",Masem,28912.0,wikipedia,Wikipedia talk:Notability (academics)/Archive 11,https://wikipedia.org/wiki?curid=60967201.0,,,,,,,,,,,
"*Oppose. Date formats other than yyyy-mm-dd are sortable. ISO 8601 requires agreement of data exchange partners (that is, readers) for dates before 1583. ISO 8601 requires use of Gregorian, not Julian calendar, but many people don't know that. ISO standards are outrageously expensive.",Jc3s5h,23974.0,wikipedia,Wikipedia talk:Manual of Style/Dates and numbers/Archive 158,https://wikipedia.org/wiki?curid=58463990.0,,,,,,,,,,,
"@[[User:Itsmejudith|Itsmejudith]] On page 3 of Coyle book, Coyle calls Armenians ""recent arrivals"" in Nagorno-Karabakh and claims there were no Armenians before the 19th century, a common [[Historical_negationism#Azerbaijan|negationism in Azerbaijani historiography]]. Coyle is claiming the [[Artsakh (historical province)]] and [[Principality of Khachen]] didn't exist. On page 13, Coyle promotes [[Sumgait pogrom#Conspiracy theories in Azerbaijan|Azerbaijani conspiracy theories]] blaming Armenians for the [[Sumgait pogrom]] as credible, which no reliable source would do. McCarthy has had his work published by the University of Utah and lectured at the University of Louisville, so I do not believe it is safe to assume every source is reliable just because it has an academic publisher. Turkey is [https://www.insidehighered.com/news/2015/12/22/turkey-ends-funding-controversial-research-institute known to provide funding to these institutes].",ZaniGiovanni,70011.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 396,https://wikipedia.org/wiki?curid=72831913.0,,,,,,,,,,,
"The sources used for the 4 sentences at the beginning of that section are dated April 6 and April 7. That is not significant sustained coverage, that is extremely limited coverage akin to a 24 hour news cycle, which our policy, [[Wikipedia:What Wikipedia is not|what Wikipedia is not]] ([[WP:NOTNEWS|not news]]), advises against. It also smacks of [[Wikipedia:Recentism|recentism]], an inflated or imbalanced focus on a recent event. When that sub-section was initially created, it was not [[WP:DUE]] to include his minority viewpoint on COVID 19, and it was disproportionate to the overall significance to the article topic (BLP). And now adding that he is one of hundreds of million people who contracted COVID 19, doesn't make it any more DUE. His comments were the minority viewpoint then, and they still are now. What we should be asking is, are his comments of lasting importance, or him getting COVID 19 of lasting importance? We should be writing with an aim towards a long-term, [[WP:10YEARTEST|historical view]], and not report the news as it happens. And speaking for myself, the only reason I mentioned removing the whole section, is because of the discussion in the section above, and the fact that entire section is undue for the subject of a BLP.",Isaidnoway,3414.0,wikipedia,Talk:Drew Pinsky,https://wikipedia.org/wiki?curid=3241464.0,,,,,,,,,,,
"[https://en.wikipedia.org/w/index.php?title=Quedlinburg&oldid=804509293 Test] to show that on that article, child mode with the new template works just fine. Anyway, if you believed that ""Apparently your new template has problems with being used in child mode, sufficient that you [https://en.wikipedia.org/w/index.php?title=Quedlinburg&diff=804506531&oldid=804506085 reverted my edit there]"", then why did you save your edit anyway? After all, deliberately making articles worse is vandalism, no?",Fram,19176.0,wikipedia,Template talk:Infobox UNESCO World Heritage Site/Archive 1,https://wikipedia.org/wiki?curid=55671808.0,,,,,,,,,,,
"**No. Measuring something is not better than measuring nothing, when that something is irrelevant. [[User:Pigsonthewing|Andy Mabbett]] (Pigsonthewing); [[User talk:Pigsonthewing|Talk to Andy]];",Pigsonthewing,28124.0,wikipedia,Talk:Lists of law clerks of the Supreme Court of the United States/Archive 3,https://wikipedia.org/wiki?curid=60466062.0,,,,,,,,,,,
"Go check the translation. Huge 'publicity' i.e. reportage surrounds every Israeli death, an appeal to the conscience of the world to help Israel as a victim of terrorism follows every incident. It is in the nature of modern news coverage, that each side spins events, and therefore there is no anomaly. Israel even asked for [https://www.aljazeera.com/news/2018/02/israel-demands-payment-jeep-killed-palestinian-180203140156676.html cash compensation] from the victim's family for damage to a jeep ($28,000) that flipped over and crushed to death a 21 year old, in disputed circumstances. This hysterical double standard is all POV-ridden.",Nishidani,23039.0,wikipedia,Talk:2018–2019 Gaza border protests/Archive 4,https://wikipedia.org/wiki?curid=58059818.0,,,,,,,,,,,
"Having been reverted by Jytdog with the edit summary ""Much of this has been heavily negotiated. Too aggressive"", I'm wondering what the particular concerns are as I can't imagine there could be any objection to 90% of the changes made.",142.160.131.202,18202.0,wikipedia,Talk:Alternative for Germany/Archive 4,https://wikipedia.org/wiki?curid=55186958.0,,,,,,,,,,,
" Yes - absolutely overwhelming number of sources report Gab because of its far-right users. Phrase should be duly included in the first sentence. SPA RfC proposer has relentlessly filibustered to make the article submit to his ""free speech perspective"" soapboxing, as you can see in his latest 10-page essay above. Per Jorm, editor should be topic banned for being frustratingly disruptive and WP:NOTHERE. Tsumikiria (T/",Tsumikiria,26204.0,wikipedia,Talk:Gab (social network)/Archive 6,https://wikipedia.org/wiki?curid=59421771.0,,,,,,,,,,,
"You have to show it the other way around.  Did Iraq cease to be a state when the USA occupied it?  No, it became a state under the belligerent occupation of another state. That is what international law specifies, especially since the UN Charter outlawed acquisition of territory by force.",Zero0000,12844.0,wikipedia,Talk:List of state leaders in 2016/Archive 2,https://wikipedia.org/wiki?curid=50220790.0,,,,,,,,,,,
"Hijiri 88: I hope you mean someone other than ""Curly Turkey"" with ""put up with more shit from him"" 18px|link=.  F---ing pronouns. Curly""JFC""Turkey🍁",Curly Turkey,29802.0,wikipedia,Wikipedia talk:Civility/Archive 20,https://wikipedia.org/wiki?curid=61161037.0,,,,,,,,,,,
"Sources referring to Karl von Hapsburg as Archduke include [https://www.tatler.com/article/malaysia-king-and-queen-quarantine-coronavirus Tatler] [https://www.vanityfair.com/style/2020/03/covid-19-karl-von-habsburg-archduke-of-austria Vanity Fair] and [https://www.nytimes.com/2007/02/25/magazine/25stylefrancesca.t.html The New York Times], in Austria he appears to be mostly referred to as ""Kaiser enkel"" literally meaning emperor's grandson.",Hemiauchenia,41900.0,wikipedia,Wikipedia:Neutral point of view/Noticeboard/Archive 84,https://wikipedia.org/wiki?curid=64869479.0,,,,,,,,,,,
"*Option C. It is perfectly fine for list articles to have inclusion criteria to keep out non-encyclopedic trivia. However, much of the point of list articles is providing a place for things that are not notable enough for their own articles.  The control policy and guideline material here is [[WP:LISTCRITERIA]], [[WP:NOT#INDISCRIMINATE]], and [[WP:Notability]].  Yes evolving toward option D is possible, but that need not be done at this time.  — [[User:SMcCandlish|SMcCandlish]] [[User talk:SMcCandlish|☏]] [[Special:Contributions/SMcCandlish|¢]] 😼  21:40, 15 February 2022 (UTC)
*Option C or D (no preference of one over the other) but I expressly oppose option B in a way that I don't oppose A - Basically, I believe that requiring an article that meets the GNG is too restrictive, because you would expect a list article to cover political parties that are too minor to have an article... but I think option A could be slightly too broad. Having consensus defined rules to exclude the truly trivial and non-impactful is a fair compromise.",Fieari,61443.0,wikipedia,Talk:List of political parties in Italy/Archive 4,https://wikipedia.org/wiki?curid=70548104.0,,,,,,,,,,,
"Again, William of Gellone is also notable, as evidenced by the fact that they have an article. Unless you're going off of a different definition of [[WP:NOTABLE|notable]] than Wikipedia's. Either way, you have asserted that Josephus is different/special/notable/whatever, but you still haven't explained why.  [[User:Writ Keeper|WritKeeper]][[User Talk: Writ Keeper|]][[Special:Contributions/Writ_Keeper|]] 21:50, 27 February 2020 (UTC)
::::::::I'm not saying that the others are not notable, but rather Josephus is far more notable. I have already explained the rationale for having Josephus' Vita placed in the DAB; just as Bella Judaico (or, in short, BJ) is a Latin designation often given to describe the title of Josephus' work, [[The Jewish War]], so, too, Vita, being a Latin designation for ""Life"", is also used by many to describe this particular work.",Davidbena,6148.0,wikipedia,Talk:Vita,https://wikipedia.org/wiki?curid=16969455.0,,,,,,,,,,,
"* Option 1 - While the province is <em>a part of</em> Canada, which is officially bilingual, it is not itself officially bilingual. New Brunswick is the only province that is officially bilingual. Stating that the nation is bilingual violates the separation of power between the two levels of government. While the province's name has an official French-language translation, it also has official German, Japanese, Mandarin and probably several other translations. Those should be used in the articles of those wiki projects, but as exonyms, have no place on the English project. The source provided above (https://apps.gov.bc.ca/pub/bcgnws/names/49333.html) calls it a ""French form"" not official name. So if you wanted to write it in French, that is how to do so. CASalt's first and second points are one-and-the-same as the link points to Treasury Board Circular 1983-58, 23 November 1983. The latter, https://www.noslangues-ourlanguages.gc.ca/en/writing-tips-plus/geographical-names-treasury-board-policy, is a federal document, not a provincial one. As such LEADLANG (I trust I do not need to link this again) applies. No close association at the provincial level.",Walter Görlitz,148.0,wikipedia,Talk:British Columbia,https://wikipedia.org/wiki?curid=4828.0,,,,,,,,,,,
"Because the source nowhere explicitly says that battle of Vukovar was a ""military disaster"". [[User:Istinar|Istinar]] ([[User talk:Istinar|talk]]) 10:47, 17 March 2021 (UTC) — [[User:Istinar|Istinar]] ([[User talk:Istinar|talk]]• [[Special:Contributions/Istinar|contribs]]) has made [[Wikipedia:Single-purpose account|few or no other edits]] outside this topic. 
:::::The source says it was an A) military B) political and C) public relations D) disaster. Comprehending the basic meaning of an English sentence is not OR. [[User:RandomCanadian|RandomCanadian]] ([[User talk:RandomCanadian|talk]] /",RandomCanadian,2565.0,wikipedia,Talk:List of military disasters,https://wikipedia.org/wiki?curid=1465235.0,,,,,,,,,,,
"* Oppose per [[WP:UNDUE]] on the main article. However, I support including this in [[Public image of Donald Trump]], an article that was deleted a while ago but warrants re-creation since a lot of sources have discussed his public image and reputation, and probably more so than any other politician that has an equivalent ""public image"" article. I would suggest including accusations of racism and bigotry there.",NoMoreHeroes,17983.0,wikipedia,Talk:Donald Trump/Archive 67,https://wikipedia.org/wiki?curid=55020087.0,,,,,,,,,,,
"[[User:Fieari]] definitely has a point. Option B is much arbitrary and, as such, it may led both to a) an inconsistent list through the inclusion of irrelevant parties at the expense of more relevant parties (options C and D are the ones making sure that all parties with minimal requirements have to be included in the list) OR b) a more restrictive list. Option B would surely led the list to arbitrariness and endless discussions, not to mention discussions in articles' talk pages and deletion proposals. If it is not possible to have reasonable, consistent and comprehensive list through specific conditions of admission (options C and D), it is better to be fully inclusionist (option A). --",Checco,61497.0,wikipedia,Talk:List of political parties in Italy/Archive 4,https://wikipedia.org/wiki?curid=70548104.0,,,,,,,,,,,
"I didn't suggest or even think there was a violation of talk page guidelines. I was curious about (wondered if there were) guidelines on certain behaviors. In many ways, it appears anything does go, incivility being one clear exception. Other than that anyone can say anything they want, in which case, other rules, such as WP:VER and NOR, need to be adjudicated in some other way. Hopefully, the RFC closers will be able to provide some thoughts on that.",Allreet,66653.0,wikipedia,Talk:Founding Fathers of the United States/Archive 9,https://wikipedia.org/wiki?curid=71940347.0,,,,,,,,,,,
"*Option 2/3 - They make a considerable number of mistakes, but they do have a corrections process. For all the users who argue that this mistake or that is a reason for deprecation, my concern is double standards, due to this[https://www.nytimes.com/2006/08/25/us/25duke.html] from the NYT, with the flagrantly false thesis that there was enough evidence for [[Mike Nifong]] to take the [[Duke lacrosse case]] to the jury, and that the files in the case did not give a clear answer as to whether or not the defendents were guilty. The story was never corrected. How can we deprecate the NY Post for uncorrected false statements, but treat the NY Times as our gold-standard source, even though it is guilty of the same offense? —Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[User:Adoring nanny|Adoring nanny]] ([[User talk:Adoring nanny#top|talk]] • [[Special:Contributions/Adoring nanny|contribs]]) 
**This is a [[WP:FALSEBALANCE]] argument. If you want to RFC the New York Times, you'd need to start an RFC about the New York Times. Unless you have an argument that is specifically about the New York Post, which is what we're talking about here, then you're not making an argument to be taken into consideration in the discussion about the New York Post -",David Gerard,43513.0,wikipedia,Wikipedia:Reliable sources/Noticeboard/Archive 312,https://wikipedia.org/wiki?curid=65375557.0,,,,,,,,,,,
"""If the flag in the painting was e.g. a British flag, or some other non American flag, then there might be a POV issue here."" My point here is that this was not the American flag at the time this event happened and that therefore this painting should not be included in a history section. Can we relegate it to a section about culturally significant depictions of artwork since it includes a blatant anachronism? Thanks for your comment!",Geographyinitiative,21973.0,wikipedia,Talk:George Washington/Archive 16,https://wikipedia.org/wiki?curid=57528469.0,,,,,,,,,,,
"*::You are asserting a ""general procedure"", can you please provide examples. I think we are not talking about someone running for congress, we are talking about sitting congresswoman, no?",Jtbobwaysf,64698.0,wikipedia,Talk:Marjorie Taylor Greene/Archive 3,https://wikipedia.org/wiki?curid=71438919.0,,,,,,,,,,,
"*Keep as is; ""disinformation"" does not imply an intent by the spreader to deceive, only such an intent by the originator of the information (which is certainly not ""a distinction without a difference""). Many people unknowingly spread false claims that were intentionally designed to mislead people; I've done it on (hopefully) rare occasions. My not knowing that it was disinformation doesn't mean that it was no longer disinformation. --",Jibal,54613.0,wikipedia,Talk:Bret Weinstein/Archive 2,https://wikipedia.org/wiki?curid=68467355.0,,,,,,,,,,,
"*:::I'm not surprised people are still confused, as at the moment this page is just one of several which all seem to be operating different policies with regard to styles and titles.
*:::If we can establish a consistent standard then I'm sure the confusion will die down, and part of that standard should be to separate the sections.",A.D.Hope,59514.0,wikipedia,Wikipedia talk:Manual of Style/Biography/2022 archive,https://wikipedia.org/wiki?curid=70109325.0,,,,,,,,,,,
"# Omit the parameter in most cases, except where their irreligion is notable, per [[WP:BLP]], [[WP:V]], and [[WP:NOR]].  I'd be okay with a few ""Religion=none (atheist)"" (note the no caps) in cases where the person ardently affirms their atheism, like [[Richard Dawkins]] (and similar for agnostic, etc.).   --",A D Monroe III,10346.0,wikipedia,Template talk:Infobox person/Archive 28,https://wikipedia.org/wiki?curid=47545817.0,,,,,,,,,,,
How is there not a [[WP:Skin]] auto-collapsing on mobile :/,Maxorazon,59998.0,wikipedia,Talk:2022 Russian invasion of Ukraine/Archive 7,https://wikipedia.org/wiki?curid=70232391.0,,,,,,,,,,,
"*Comment - Evictions of Palestinians in Sheikh Jarrah is the best title here. The argument on scope is bogus, as the main focus of this article is the evictions, both prior and proposed. The ""property dispute"" is background material to evictions. The arguments above against it that said ""no evictions have taken place"" are so provably wrong that they should have been ignored. I think the better use of time here is compiling evidence on commonality and neutrality and proposing another move request with [[Evictions of Palestinians in Sheikh Jarrah]] as the target and advertise it as widely as possible, so that a bloc of filibustering editors are unable to maintain the status quo through ""no consensus"" and then demand that the status quo be respected as ""consensus"" and that others should ""drop the stick"". That little game is honestly my biggest pet peeve on this site.",Nableezy,51819.0,wikipedia,Talk:Sheikh Jarrah controversy,https://wikipedia.org/wiki?curid=67669633.0,,,,,,,,,,,
"If you wish to ignore the serious material DYK has previously featured, that is entirely your problem, not mine.",Vanamonde93,22650.0,wikipedia,Wikipedia talk:Did you know/Archive 150,https://wikipedia.org/wiki?curid=57765548.0,,,,,,,,,,,
"*No. He post this review on [[YouTube]], which is a self-published source. Self-published sources are considered as unreliable ([[WP:RSSELF]] and [[WP:ALBUMAVOID]]).",TheAmazingPeanuts,60952.0,wikipedia,Talk:Coin Coin Chapter Three: River Run Thee,https://wikipedia.org/wiki?curid=70468620.0,,,,,,,,,,,
"To stop while discussion is ongoing would indeed be in keeping with… pretty much every single policy, guideline, and good practice on the project. If removal has intensified today that would constitute actively and directly [[WP:DR|disruptive editing]] and violating the [[WP:BOTPOL|bot policy]] (vs. the neglectful failure to get proper consensus first or of stopping once the task was questioned). However, to stop would mean admitting that CitationBot was removing these parameters without consensus and valid bot authorization in the first place, which I imagine might be too much to ask of its operators. Well, operator singular, strictly; the bot has an operator and two ""assistants"". But the operator and one of the assistants hasn't participated in this RFC at all, nor ever appear to edit the bot's talk page. The last time the actual operator edited the bot's talk page was 5 months ago (and the bot's user page was 17 months ago), and that was a bug report apparently effectively addressed to the ""assistants"". The other ""assistant"" hasn't edited the bot's user page in 54 months, and the talk page in 16 months. The actual operator of the bot gives no indication that they are aware of this discussion, which in itself is a violation of the bot policy, and rather negligent given they are actually responsible for the bot's edits. --",Xover,27498.0,wikipedia,Help talk:Citation Style 1/Archive 52,https://wikipedia.org/wiki?curid=60323714.0,,,,,,,,,,,
"* In the context of chess biographies, this concern has already received recent and extensive discussion at [[WT:CHESS]], so this is just forum shoppping since Aircorn didn't get the result they desired there.  You can talk about baseball umpire biographies here if you like, but this discussion won't change how chess biographies are handled.  Also, as a note, general notability has nothing to do with this question.  Notability concerns whether a topic should receive a standalone article.  Article content is not controlled by notability guidelines, different standards apply.  Anyway, this was all hashed and rehashed at [[WT:CHESS]].  03:11, 26 May 2018 (UTC) —Preceding [[Wikipedia:Signatures|unsigned]] comment added by [[User:Quale|Quale]] ([[User talk:Quale#top|talk]] • [[Special:Contributions/Quale|contribs]]) 
* The inclusion criteria should not be as stiff as notability (which applies to article topics, not items in articles), but there ought to at least be sources pointing out a game as being particularly important, unusual, or representative for us to include it as such.",Dicklyon,23056.0,wikipedia,Wikipedia talk:WikiProject Sports/Archive 9,https://wikipedia.org/wiki?curid=58071669.0,,,,,,,,,,,
"I'm a physicist as well, I have reviewed and contributed to enough papers to lose track and I'm in the author list of hundreds of them (but that doesn't mean much in particle physics). This graph should be easy to read for physicists and I don't see why this would have a problem in a journal. You keep inventing new exotic interpretations of it that no one else ever seemed to have.",Mfb,36642.0,wikipedia,Talk:List of Falcon 9 and Falcon Heavy launches/Archive 8,https://wikipedia.org/wiki?curid=63406045.0,,,,,,,,,,,
"To be precise, the heading would have to read ""Accusations of inappropriate physical contact and one 2020 allegation of sexual assault in 1993.""",Space4Time3Continuum2x,42212.0,wikipedia,Talk:Joe Biden/Archive 13,https://wikipedia.org/wiki?curid=65003480.0,,,,,,,,,,,
"* Support with restrictions, pretty decent idea. Headbomb's link above to [[WP:BOTDICT#Editor-friendly wikitext]] is very appropriate. Sometimes wikitext just looks awful and is difficult to edit, and I completely understand the irritation of not being able to clear out a tracking category. However, I think this event should occur very infrequently; twice a year is okay, but I would prefer once a year. Also, there should be an effort to fold all such edits together into at most one edit per article. Maybe there could be a queuing system on Toolforge where cosmetic bots could edit a temporary version of the article for an hour before it gets saved.",Enterprisey,45365.0,wikipedia,Wikipedia:Village pump (proposals)/Archive 174,https://wikipedia.org/wiki?curid=65932207.0,,,,,,,,,,,
