speaker,speech,disrespect,respect,explanation,causal_reasoning,narrative,question,response,advocacy,public_interest,counterarguments,constructive_proposal
,That's not what's happening here. This editor has been replacing existing uses of chair and chairperson with chairwoman. It's a simple matter of [[MOS:RETAIN]]. Nobody's trampling on your right to continue to use outdated gendered language.,0,0.0,1,0,0,0,0,0,0,1,0
,"Support The suggestion that we should not include a paper because it uses some of the same sources that are already present in the article is absurd. So is the suggestion that this Wikipedia article should be the standard on which other papers should be judged, especially when it is made by a major contributor to this article. The paper clearly makes the assertion quoted in the RfC statement. From the conclusions section: 
Among the six famines identified above, 1873 and 1943 provide some important insights. For instance, despite the monsoon failure and drought in 1873 in Bihar and Bengal provinces, there was minimal mortality (Hallâ€Matthews, 2008). Moreover, human mortality was substantially higher in the other four droughts than in the 1873â€“1874 famine, which can be attributed to policy failures and mismanagement (Davis, 2001; Ferguson, 2004). The 1943 Bengal famine was not caused by drought but rather was a result of a complete policy failure during the British era.

There is no reason to exclude this. â€”",0,0.0,1,0,0,0,0,0,0,0,0
,"Well, I'm not really impressed with your attempt at damage control here. On the one hand you had issues about placement of the section, now you don't, which you spelled out in plain English. I read very well, thank you, now you can read this:<br>Once again, since many of the provisions of the A.O.C. are found in the Constitution no one can deny that it was an important part of its founding. The years of debates over it, leading to the drafting of the Constitution, alone, should have told you that. Yes, I welcome more of your ""summary"", not that you're going to give us anything you haven't repeated before.  --",0,1.0,1,0,0,0,0,0,0,0,1
,"Yes, as no one but you wanted the last option.",0,0.0,0,0,0,0,1,0,0,0,0
,"This is what you said: ""Dean Irwin is a consultant in the medical device industry, not a scholar of corporate law or even a lawyer."", so I provided sources from corporate law and a Superior Court judge.",0,0.0,1,0,0,0,0,0,0,0,0
,"To clarify, since apparently I appear ""to be both supporting and opposing"": Support running a set composed of previous hooks by Yoninah on the DYK section. Oppose any direct mention of her (similar to what Valereee is saying) while doing so. RandomCanadian (talk /",0,0.0,1,0,0,0,0,0,0,0,0
,"*:::::I don't know the reasoning behind those individuals' motives, ulterior or legitimate, but I don't subscribe to that view. I believe the religion or irreligion of a political candidate could be useful information in voting, but it is not our obligation to facilitate that. Any specification of the politician's religion (or lack thereof) should be strictly for documenting purposes, or to clarify a prevalent misunderstanding. Any other reason borders on, if not outright qualifies as, POV. Unless I'm missing one, in which case shame on me for not thinking this through. â€•[[User:NÃ¸kkenbuer|NÃ¸kkenbuer]] ([[User talk:NÃ¸kkenbuer|talk]] â€¢",0,0.0,1,0,0,0,0,0,0,0,0
,"*Downgrade, mostly per Andrevan's evidence. I have serious reservations about all TV news and opinion shows, and I value the many hard-working right-leaning Wikipedians I've met over the years ... but those subjects aren't under discussion here. This is about Fox. - Dank",0,0.0,1,0,0,0,0,0,0,0,0
,"The fact remains that image #2 is attributed to AP [http://content.time.com/time/specials/packages/article/0,28804,2097426_2097427_2097431,00.html in this article], which would suggest that its license is in doubt.",0,0.0,1,0,0,0,0,0,0,0,0
,I have modified RFC per your comments. If you or anyone else believe I have failed RFC protocol in my edit (noting no others have voted at time of my edit) then let me know and I will pull the RFC and run a new one. Thanks!,0,1.0,0,0,0,0,0,0,0,0,0
,"Re @Seddon:, the intention of merging the WikiProjects is to unify all weather articles in the same project. There already is a lot of overlap, such as the map generator (used also by extratropical cyclones), links (think of NCDC or other links that are useful for TC's and all other weather types), and the fact that tropical cyclones often overlap with tornadoes, non-tropical storms, and floods. Having a larger weather project means more reviewers, and having more users in the same broad project means we could have more collaborations that otherwise might not have occurred. Sure, some people interested in tropical cyclones will still probably only edit tropical cyclones. That's fine. By that logic, we should just have a Wikiproject for Atlantic tropical cyclones, because there are people who only edit Atlantic tropical cyclones. I believe the WPTC has also run into a bit of a wall over the past few years. The global and historical coverage has gotten quite good, but that's only one small part of the picture. We still need a lot of top-down articles, such as lists by area (TC's in Bermuda), or lists by year. The lists by area work well alongside other weather types by area. If every article in the WPTC was a GA or FA, but the rest of the weather articles are only starts and stubs, then there is a huge gap on the website. Tropical cyclones are just one part of a much bigger picture. â™«",0,1.0,0,0,0,0,1,0,0,0,0
,"Contrary to popular believe the Wikipedia does not exist  purely to summarize the opinions and attitudes of big news outlets. Even if one might get that impression when reading current event articles. If these outlets wish to sanitize their language in order to influence the way regular people speak, then that is up to their editorial discretion. We are not a news outlet though, we are an encyclopedia. We don't do activism. --",0,0.0,1,0,0,0,0,1,0,0,0
,Hobby programmer's view: This is about sorting names. Why on earth would this task depend on the nationality of the person having the name?,0,0.0,0,0,0,1,0,0,0,0,0
,"<s>*Oppose per [[WP:RF]]. When people go to some billionaire's Wikipedia article, maybe they're looking for his or her net worth. Is it really so much work to update it? You don't need to be a rocket scientist to go to the Bloomberg index! [[Special:Contributions/Chicdat|ðŸ³ï¸â€ðŸŒˆ]][[User:Chicdat|Chicdat]][[User talk:Chicdat|Bawk to me!]] 11:14, 10 June 2021 (UTC)</s>
*:But that's not the issue, at least as far as I am concerned. It is that Bloomberg, like Forbes, cannot possibly be a reliable source, because nobody's net worth can be known to anything like the accuracy claimed. Citing guesses as if they are accurate is the very opposite of putting readers first.",0,0.0,1,1,0,0,0,1,0,0,0
,"*Major journalists, rather than say newsblogs, also give us cues as to where we should put discussion of the future. If the next M3 is designed, planned, tooled up and ready to appear in showrooms within months, it makes sense to mention it on the M3 article. [[Dodge Tomahawk]] cites several experts saying the point of this futuristic exercise is to make a statement about the company, that they embrace risk taking and bold vision. Often speculative future products get attention because of how that speculation reflects on the company or person who is speculating. Discussion of the ""Musk electric jet"" in good sources is almost always in the context of describing the character and personality of Elon Musk, hence the place to mention it is on the article [[Elon Musk]], not [[Tesla Motors]] or any other company, which have no designs, tooling or preparation to actually produce this product. Like the [[Dyson Sphere]], the Musk Electric Jet is pure speculation. But with proper context and attribution, mention of it is encyclopedic.<P>It rather sickens me to see how hard it is to keep a mere 39 words about a conventional car to be released in less than a year, while way back in 2017 nobody was able to stop the creation of a whole separate article on the future product [[Tesla Roadster (2020)]], WP:CRYSTAL be damned. Elon Musk's track record of unfulfiled promises be damned. Three+ years early, against all my protests, we breathlessly repeated all of the totally unverifiable claims of the future car's hyperbolic performance. Maybe it's just a good example of how incoherent the WP:CRYSTAL policy is, that both can happen in the same Wikipedia, with the same exact wording of the crystal ball policy. --",0,0.0,1,0,0,0,0,1,0,0,0
,"*:::::::Fair enough. The ""discuss first"" option was written in mainly to handle the ""they don't know"" situations (much like borderline spam-un users), but I'd like to think there would be some AGF as far as simply asking if the hypothetical user would mind changing their names.",0,1.0,1,0,0,0,0,0,0,0,0
,"#:Well it would all depend on the wording close but an important piece of the structure of this discussion is that no subsequent RfC should be necessary to implement any proposal. If 8B passes some discussion might be necessary about the first date but this is already a huge multi-month process and not having it become even larger is quite important so an expectation that there would be some sort of follow-up RfC is not what people should expect (support or oppose). Best,",0,1.0,0,0,0,0,0,1,0,0,0
,"All should be delete as links spam due to duplication of links  and undue because of overwhelming size. Never understood why we have giant boxes with very few links in them overwhelming the sections. It's definitely a point of contention for content editor that these undue boxes are spamed automatically without consideration of over linking or unwarranted linking.--[[User_talk:Moxy|Moxy]] ðŸ 00:04, 6 February 2021 (UTC)
::Very simply because many (not all) of the succession boxes are very useful for readers.",0,0.0,1,1,0,0,0,0,0,0,0
,*Agreed. The close should be reverted and closed by an admin. [[User:SportingFlyer|SportingFlyer]] [[User talk:SportingFlyer|T]]Â·,0,0.0,0,0,0,0,0,1,0,0,1
,"*Agree, I've long believed that NSPORTS allows us to keep articles on living persons that we would not otherwise have due to a paucity of reliable sources.  This has led to a situation where there are a lot of low-quality directory style entries that are not adequately maintained and create an enormous risk of serious BLP violation.  I'd be in favour of wholesale repealing it and moving back to the standard that substantial non-routine coverage in reliable sources is required for sportsperson biographies.",0,0.0,1,0,0,0,0,0,0,0,0
,"*::::::::: These seem DUE as ""community reactions"", but I agree they could be trimmed. Is [https://en.wikipedia.org/w/index.php?title=Amendment_to_the_Act_on_the_Institute_of_National_Remembrance&diff=999880888&oldid=998022679 this] better?",0,0.0,1,0,0,0,0,0,0,0,0
,"I am very late to the Deadname discussion, a huge amount of thoughtful contributions have been made (more than my tiny mind can digest fully lol) i hope I not offend in my lateness to the party. 
 :Template:Xt is only for examples of style and formatting. Do not use it in actual articles.Category:Pages with incorrect formatting templates use complies with the MOS:DEADNAME illustration, Â :Template:Xt is only for examples of style and formatting. Do not use it in actual articles.Category:Pages with incorrect formatting templates use",0,1.0,0,0,0,0,0,0,0,0,1
,"*Support as discussed above.  As a typical example of misuse, see [[Talk:House of Habsburg#Emperor of Mexico]] where the guideline is cited in a discussion of the extent of the family.  That seems to be a regular content dispute and the guideline is misused in a weaponised, Wikilawyering way of trying to intimidate and silence an opposing editor.

: And here's a fresh example of a different sort.  When I went back to my watchlist just now, I saw it flooded by edits by [[user:Ser Amantio di Nicolao]].  These were made by AWB and seem to be the addition of talk pages and project templates to files that I uploaded such as [[File talk:Elspeth Henderson.png|this]].  I consider these to be quite annoying and my point is that the user appears to be making these edits just to boost his edit count rather than because they are useful or productive.  Is this a case of WP:POINT?  Does this guideline have any effect in deterring such behaviour?  And what if I were to revert all these vexatious additions?  Would that be a case of WP:POINT?  It doesn't seem that the guideline is any help in resolving such issues.  It's just clutter and complication for its own sake.  Just like all those project templates.

: [[user:Andrew Davidson|Andrew]]ðŸ‰",0,0.0,1,0,0,1,0,0,0,0,0
,Such activity is a possible behavioural issue rather than a reason to not have a CSD for non-controversal cases. Anyway if someone changes a handful of templates A to template B and the gets rid of template B where is the problem?,0,0.0,1,0,0,1,0,0,0,0,0
,*Support Taiwan(roc) is a country with limited recgonition which is quite an important aspect of Taiwan(roc). So it would be a good idea to include that it is a country with limited recgonition.,0,0.0,1,0,0,0,0,0,0,0,1
,"* I'd rather there was more significant planning before this RfC was opened, though I guess opening it now means that a rush of fresh accounts can't extended confirmed status prior to the closure of the RfC. I don't see why we need another RfC when the result last time was pretty definitive once the SPA's had been discounted.",0,0.0,1,0,0,0,0,0,0,0,0
,"As I've pointed out, only until recently has there not been a hatnote. Again, this isn't about ""closely linking"" the two topics, it's about disambiguating them. I'll assume good faith, but I'm struggling to understand the reasoning that a hatnote isn't relevant when there is obviously a need for one. [[User:Neveselbert|Neveselbert]] ([[User talk:Neveselbert|talk]]Â <b>Â·</b> [[Special:Contribs/Neveselbert|contribs]]Â <b>Â·</b> [[Special:EmailUser/Neveselbert|email]]) 06:54, 7 February 2023 (UTC)
::::::::::::I'll assume good faith too even though we are clearly at opposite ends of this RFC discussion. Could you explain why you think disambiguation is relevant for the two articles Circumcision and Female Genital Mutilation if you are not saying they are closely linked? You also say there is an obvious need for one. Could you explain what that need is and how that is more pressing than the concerns editors have expressed?
::::::::::::Also a hatnote from last year isn't relevant here as we are discussing wether a hatnote should be included going forward not wether one was appropriate in the past.",0,0.0,1,0,0,1,0,0,0,0,0
,"*::::Uhh, yeah I agree with the point about the DLC reception. That reception section isn't good, and has a lot of repetition. One point is that the reception is plainly unfinished, reviewers will likely not release full thoughts until the release of Wave 6 (if you want to consider that [[Wikipedia:Crystalballism|CRYSTALBALL]], sure, we should focus on what's there/possible to write now), but yeah, I see where you're coming from. However, that point does not apply to Mario Kart 8 Deluxe's reception, which is six paragraphs representing the opinions of several critics on many aspects of the game.",0,0.0,1,0,0,0,0,0,0,0,0
,"*No  That he had a child ""born out of wedlock"", as they say, is not appropriate for such a small overview of his life.  He apparently has no interest in being part of the child's life but has agreed to pay support for it.  By the way this comment, ""I understand that some WP:BLP advocates like to scrub any mention of negative information from BLPs"" is not appropriate.  To be pre-judged as a biased editor is not the way we are supposed to try to get along on these pages.  This would be like me saying that some editors here want to add any sort of dirt they can find.  I don't feel that is the case at all.  Apparently some editors find this information important bio information...I don't.  This does not mean we are biased.",0,0.0,0,0,0,0,1,0,0,1,0
,"*Some guidelines we have on these matters are: [[Wikipedia:Relevance]], [[WP:TOPIC]], [[Wikipedia:Out of scope]], [[WP:WEIGHT]], and [[Wikipedia:Relevance of content]]. On doing a Google search for ""Paul SInger"" and ""Donors Trust"", I did come upon mentions, but none by what we would term a reliable source, and all the comments were in passing, and essentially about Donors Trust rather than Paul Singer. It appears to be a verifiable fact, but no reliable source has commented upon it in relation to Paul Singer. At this point [[WP:No original research]] and [[WP:Reliable sources]] and [[Wikipedia:Biographies of living persons]] come into consideration. Without a reliable source discussing Paul Singer in relation to Donors Trust, it would be inappropriate to use that information in the Paul Singer article. However, it would be acceptable to use the information in the [[Donors Trust]] article with the same weight and context as the original reliable source, that he, along with some others, has a Donors Trust account. (I note that the information is included in that article, but tagged as questionable.) For this article we have very little reliable information and no details other than he has an account, and even with stronger sources one would still question the relevance of inclusion. The arguments above for inclusion do not take into account that we are not the internet, we are an encyclopedia, so we select information carefully to avoid being indiscriminate.",0,0.0,1,0,0,0,0,1,0,0,0
,"*The general topic of this article appears to be notable enough. Besides novels, other pieces of literature have also discussed ways with which the Axis might have won, or at least not been defeated. There is no single definitive scenario, however, nor any particularly plausible fictional depiction. A map to that end may be difficult to justify.",0,0.0,1,0,0,0,0,0,0,0,0
,*Keep as is per arguementation. -,0,0.0,0,0,0,0,0,0,0,0,1
,"Support. Looks like your team has been doing terrific work, MMiller (WMF), please pass it on. Best, KevinL (aka L235 Â· t Â· c) 01:22, 17 February 2022 (UTC)
Support  we need to help keep new editors since the  implementation of Help:Introduction all over that has cause us to lose thousands of new editors. The more the help intro is linked the worst it gets...... hope this works and retains more editors.Moxy-User talk:Moxy
Support MMiller and team have been doing a good job here. I would be against limiting it to AC.",0,1.0,0,0,0,0,0,0,0,0,0
,"Actually, lion's share of 1937 arrests and executions were performed not as a result of some ""network of informants"". It reality, people were arrested mostly not because they were reported by someone. Usually, the people were arrested just because they had already been on NKVD's radars: people with foreign surnames, so called ""byvshiye"" (former noble class persons, officers, enterpreneurs, priests, etc.). It seems you cannot understand that it could be physically impossible to seriously analyze about a million of reports from ""informants"": majority of people were picked literally randomly, based on some totally laughable pretext. In contrast, many people who were reported had not been arrested, because NKVDD staff had no time to analyze long reports, and after 1937 there were no reason to return to that anyy more. All aspects of the Great Purge was very poorly prepared, and one of the reasons was a desperate lack of time. It is totally impossible to expect that some program of gas van development ever existed. All of that was a pure improvisation.
If you think that sounds apologetical, that is your personal problem. There is no apology of Stalinism in my words.--",0,0.0,1,0,0,0,0,0,0,0,0
,"Doesn't seem a No consensus decision but a 'Yes' when taking all of the discussions into account (including the important comments and questions from Gwillhickers to most if not all of the 'No' rationales). ""No consensus"" would keep the status quo in place as much as a ""Yes"" decision, and then a new post no-consensus RfC on the same topic would just, as mentioned above, rehash the same points and provide the same adequate sources which those who have been following the discussions seem to already agree on.",0,0.0,1,0,0,0,0,0,0,0,0
,Why have you gone straight to a full-blown thirty-day formal WP:RFC - were the options at WP:RFCBEFORE exhausted? --Redrose64 ðŸŒ¹,0,0.0,0,0,0,1,0,0,0,0,0
,"Thanks for speaking to the issue.  Your remarks about the ""Taser Joe"" blog are interesting and useful - Greenfield speaks in the comments there about Bad Elk and in my view it is a valid argument to say that those comments are on par with his blog posting itself.  (others do too, but their comments are not what we need)  Thanks for that.  I drop my objection to it and will do so in my !vote above.  With respect to the Swisher ref, unforunately the only relevant comments in the comment section are from some anonymous person named ""Robert"" (who is not RGK, the blog owner) and ""Robert"" cites WP.   I don't see how this one flies.",0,1.0,1,0,0,0,0,0,0,0,0
,"Those sources are only citing LifeSiteNews to report on what they said or what they interviewed. None of them said that the website was reliable. I think the problem is that you are misinterpreting what WP:USEBYOTHERS really is. It is a guideline that only applies to reliable sources that use other sources for facts, where ""widespread citation without comment for facts is evidence of a source's reputation and reliability for similar facts, whereas widespread doubts about reliability weigh against it."" In this case, none of the sources you gave is even citingLifeSiteNews as a source of fact, but rather as a source of interviews and quotes. If they did comment on the veracity of statements by LifeSiteNews, the chances are that the sources, liberal or conservative, would generally find them false.
If that makes me a ""liberal,"" I will tell you what I personally think of abortion: it is homicide, and I find it disturbingly painful how a publication that leans pro-choice but has journalistic ethics and credentials could be more trustworthy than one that is pro-life but lacks the integrity of a journalist (implying that pro-lifers like me are knowingly deceiving others about the controversialâ€”or morally questionable, as I would put itâ€”procedure). Unfortunately, something like that happens all too often, which makes me wonder whether some of them are actually anti-conservative or at least pro-choice trolls. If that still makes me a liberal, here is one source that I am comfortable citing. It is a pro-life editorial from the pro-life-leaning National Review. Though it has the headline ""California Shamelessly Persecutes Pro-Life Journalists"", admittedly the source does say that it is not because the convicts are pro-life (which by the way very likely would have been taken to the U.S. Supreme Court and struck down as unconstitutional). It is because they were engaged in secretly producing undercover recordings of conversations without consent. What particularly disturbs me, based on my observation, is that it seems to be against people producing such undercover recordings exposing possible illegal activity, on the basis that they are recordings of ""confidential conversations without knowledge or consent."" I cannot prove the authenticity of those recordings, nor can I prove that California's unusual decision to prosecute the undercover agents instead is politically motivated, but I would not be surprised if in the case of the latter it is partly because California was politically motivated, due to the state's reputation of embracing Democratic and progressive values.
Back on topic. Given that sources have used LifeSiteNews for its interviews, I would say that it is okay for interviews. Really, it is okay to use any source for interviews as long as we can prove that they are not fabricated. Frankly I would not be using LifeSiteNews as a source of facts; I would prefer using the National Review. I will drop this conversation, as I do not see how discussing this further is going to get us anywhere.",0,0.0,1,0,0,0,0,0,0,1,0
,"The following discussion is an archived record of a request for comment. Please do not modify it.  No further edits should be made to this discussion.  A summary of the conclusions reached follows.
Useful feedback recieved and discussion closed  ShabbyHoose (talk) 05:30, 30 November 2022 (UTC)

There is a dispute over NPOV of the article and whether there's consensus on the talk page to keep it as it is. I apologise for the very vague summary, but I don't trust myself to summarise it in detail while remaining neutral. If anyone can be bothered reading through this short talk page, and a couple of edit records, to throw in their 2 cents, it would be highly appreciated. Thanks! Apologies if this isn't how the system works, this is my second attempt at getting it right.",0,0.0,1,0,0,0,0,0,0,0,1
," ""AU remains an acceptable option as it is a commonly used symbol in both popular and professional articles."" This isn't just a colloquialism: it follows the convention in English to capitalize the letters of a multi-word abbreviation (that is not yet common vocabulary). E.g. FYI, YTD, RSVP, &c.",0,0.0,1,0,0,0,0,0,0,0,0
,"Delete and replace, I feel like having recent crime statistics would be better for the article.",0,0.0,1,0,0,0,0,0,0,0,1
,"I'm sorry, maybe I'm thick; why doesn't the List of Mesopotamian dynasties suffice? I still don't understand just what it is we gain by retaining this version of the information, whether here or elsewhere. This version appears inferior to that at List of Mesopotamian dynasties along a few dimensions: it is a subset of the latter version, it conceals OR synthesis and editorial decisions, it is sparsely cited, and appears to rely more heavily on outdated sources. I acknowledge that I lack anything like domain expertise, but it seems to me also that we risk falsely reifying ""the List"" here. Is there such a thing as the Sumerian King List, strictly speaking? It only becomes an issue if we insist on ""transcribing"" (that is, constructing) it. If we confine ourselves to discussing it, it suffices to inform the reader of the fragmentary and conflicting nature of the evidence; if we present an edition of ""the List"", we must source it, preferably to a source less than 80 years old. But all this is kind of beside the point, because as far as I can see the work has already been done, over at List of Mesopotamian dynasties. Again, why isn't that enough? Why don't we just point readers over there? What is the special sauce? With respect, is this just fetishizing the ancient clay with the booming resonant name? THE SUMERIAN KING LIST [gong splash]. I'm being funny, but I'm also actually asking. What am I missing?",0,0.0,1,0,0,1,0,0,0,0,0
,"Oppose- Although I can see the arguments for dialing back the RfCs a little, I worry that forbidding all discussion is just going to make every mendacious propaganda site decreed reliable by default while preventing anyone from doing anything about it.",0,0.0,1,0,0,0,0,0,0,0,0
,It says precisely this already.,0,0.0,1,0,0,0,0,0,0,0,0
,"Thanks for your response. Arguably, it would better to include further info about proposed changes in Public Interest Registry, or even Ethos Capital, rather than this article. I interpret your comments as a Restore.",0,1.0,0,0,0,0,0,0,0,0,1
,"OPPOSE This was previously discussed at Talk:Millennials/Archive_12#RfC_about_the_editing_the_lead_on_the_Millennials_article and the current wording reflects the consensus to arise out of that discussion. The article itself provides the range of 1980â€“1983 as the start years and 1995â€“2004 as the end years and I think the lead should summarise the full range of dates:
There is no definitive definition. If the lead just gives one hard date range such as 1981â€“1996 then Wikipedia is creating a de facto definition. Wikipedia should be following trends not setting them. If we put a single date in the lead then the simple fact is many people who consult the article will just go with the single date range.
MOS:LEAD advises that ""the emphasis given to material in the lead should roughly reflect its importance to the topic, according to reliable, published sources."" Considering that the date range is intrinsic to the definition then its imprecise nature is very relevant to the subject matter. The fact is there is a spread of dates and that should be reflected in the lead.
I disagree that giving a precise range gives the lead more precision. Precision is best attained here by conveying the vague nature of the definition.
The article states that the 1981â€“1996 range is a ""widely held definition"". This is not the same as a definitive definition. The same source also wrote """"generations are squishy concepts"".
The 1981â€“1996 date range is clearly the most important date range, but a substantial part of Millennials#Date_and_age_range_definitions covers alternative dates.
There are more sources for the 1981â€“1996 date range than there was during the last RFC, but this is partly down to advocates for these dates adding sources for these dates.
I did suggest a slight revision to the description in the lead in a section above: Researchers and popular media use the early 1980s as starting birth years and the mid-1990s to early 2000s as ending birth years, with 1981 to 1996 a widely accepted definition. I think it is the most important date range and am not against highlighting its prominence, but I think Wikipedia would be failing in its goals if it cherry-picked a date. Simply giving one date in the lead when there are others given in the article is problematic from the standpoint of readers who just skim the lead, search engines that just display the first paragraph of the lead etc.",0,0.0,1,0,0,0,0,0,0,0,0
,The sharp decline in Russia's economy due to the 2022 Russian invasion of Ukraine as well as international sanctions & international businesses pulling out in response to it.,0,0.0,1,0,0,0,0,0,0,0,0
,"Option 1  I would like to point you to a publication by Ad Fontes Media, which gave it a 45.32 reliability rating (anything above 40 is ""generally good""). So with a study done by a media watch dog and no evidence of widespread unreliability I think it's usable and should be labeled ""generally reliable"". With the BBC article talking about concerns with health misinformation, maybe it should be used with caution with medical claim.",0,0.0,1,0,0,0,0,0,0,0,1
,"It's easy enough to disprove: any ""oppose"" !voter can just post the name of an NBA player who doesn't have SIGCOV. So far, none have done so.",0,0.0,1,0,0,0,0,0,0,0,0
,"Support per SFR, and I support allowing crats to extend if they actively choose to do so per WTT. Best, KevinL (aka L235 Â· t Â· c) 01:47, 10 October 2022 (UTC)
I oppose forcing the RfA discussion's end by automation. I reject the premise of this being a small step in the right direction and instead see a moderate to large step in precisely the wrong direction. Something is wholey awry when a process is seen able to grant the title and tools of leadership yet incapable of effecting its closure by leadership means.--",0,0.0,1,0,0,0,0,0,0,0,0
,"AManWithNoPlan has the right idea. I don't care if there's a url= field, but I do care that the title links to be best available url for the source. (We should make it as easy as possible for readers and editors to verify the content of our articles.) If titles can be linked automatically based on some of the other fields: great. If not, leave the url field alone.",0,0.0,1,0,0,0,0,0,0,0,1
,"They do have editorial board, here.",0,0.0,0,0,0,0,0,0,0,0,0
,"WP:COIN is on the case, and is going through the articles - I expect more help would be most welcomed -",0,0.0,0,0,0,0,0,0,0,0,0
,Support this makes sense to me. --,0,0.0,0,0,0,0,0,0,0,0,0
,"Support it is sensible that page movers should have this ability. Dreamy Jazz talk to me  my contributions 13:41, 4 March 2021 (UTC)
Support Seems good. Since page movers are highly trusted editors, they should get this new right. â€”",0,0.0,1,0,0,0,0,0,0,0,0
, Support Clear and easy to enact resolution. SportingFlyer TÂ·,0,0.0,1,0,0,0,0,0,0,0,0
,"Reverted the removal of neutral pointers to this RfC by BMK - they were neutral and stated exactly what this RfC states. Atsme Talk ðŸ“§ 17:27, 19 June 2020 (UTC)
Here is the neutral pointer I placed: ==RfC on Turning Point USA==An RfC which may be of interest to the members of this project can be found here. Beyond My Ken (talk) 17:15, 19 June 2020 (UTC) This is absiutely neutral, so I am about to revert your reversion  If you touch them again, it's going directly to AN/I.",0,0.0,1,0,0,0,0,0,0,0,0
,"Support - When present, infoboxes should be uncollapsed. --",0,0.0,1,0,0,0,0,0,0,0,0
,"Is this not specific for categories only? It would still be good to stay consistent and maintain the same for this guideline also, as it's far better explained. In this case it solves separating ethnicity with national origin, (see ethnicity section). --",0,0.0,1,0,0,1,0,0,0,0,0
,"The modern Almanach de Gotha includes multiple royalist activists from abolished monarchies among its ""sociÃ©tÃ© des amis"" and ""comitÃ© de patronage"" and styles them as if they hold a sovereign title. That is monarchist promotion. And who else besides a nobility enthusiast would publish royal genealogies? These are not academic works.",0,0.0,1,0,0,1,0,0,0,0,0
,"On the right or Radical conservative right per internationally recognised expert: Jean-Yves Camus,Jean-Yves Camus is a Senior Fellow at the Center for the Analysis of the Radical Right (CARR) and the Director of the Observatory of Political Radicalism at Foundation Jean Jaures. He also sits on the Scientific Board of the DÃ©lÃ©gation interministÃ©rielle pour la lutte contre le racisme, lâ€™antisÃ©mitisme et la lutte contre lâ€™homophobie (DILCRAH). Prior to this, he was the research director at the European Center for Research on Racism and Anti-Semitism (CERA) in Paris. He is the author of seven books in French about the Front National and the Radical Right in France, including ""Les droites nationales et radicales en France"" (1992, with RenÃ© Monzat); ""Le Front national, histoire et analyse"" (Ã‰ditions Olivier Laurens, 1996), ""Le Front national"" (Ã‰ditions Milan), and ""ExtrÃ©mismes en France : faut-il en avoir peur ?"" (Ã‰ditions Milan, 2006). He has edited ""Les ExtrÃ©mismes en Europe"" (La Tour dâ€™Aigues, Ã©ditions de lâ€™Aube, 1998). Additionally, Camus has published scholarly articles and opinion pieces on the Front National, the Radical Right, anti-Semitism, and racism in France and has contributed to many edited volumes in English, German, Spanish, Portuguese, and other languages. With Nicolas Lebourg, he recently co-authored ""The Extremes Rights in Europe"" (Harvard University Press, 2017). a researcher at the Institut de relations internationales et stratÃ©giques (IRIS) since 2006 and president of the Observatoire des radicalitÃ©s politiques at the centre-left think tank Fondation Jean-JaurÃ¨s since 2014, who is a worldwide recognised specialist of this political field in France,""Jean-Yves Camus on the far right in France"". The Institute for European, Russian, and Eurasian Studies (IERES). states that Zemmour cannot be qualified as belonging to the far-right. He explains why: ""Far-right, we must not exaggerate. The far-right inevitably refers to the fascist, Nazi experiences, to collaboration. Ã‰ric Zemmour may have had extremely hazardous historical analyses, in particular on Marshal PÃ©tain and the fate of the Jews during the Second World War. But that he is not fascist, that seems absolutely obvious to me"".""Ã‰ric Zemmour, une passion franÃ§aise pour les candidatures venues de la sociÃ©tÃ© civile"". franceculture (in French). 4 July 2021.Category:CS1 French-language sources (fr)
Asked in October 2021 on the positioning of Eric Zemmour in relation to Marine Le Pen, Camus ranks him ""on the right"", more precisely in the family of the ""radical conservative right"", believing that he cannot be considered as a far-right man because of his background and potential electorate for the 2022 presidential election.""Eric Zemmour est-il d'extreme droite?"". levif.be (in French). 2021-10-04. Retrieved 2021-10-09.Category:CS1 French-language sources (fr)""La popularitÃ© de Zemmour et Le Pen"". tf1.fr (in French). 2021-10-04. Retrieved 2021-10-09.Category:CS1 French-language sources (fr)--",0,0.0,1,0,0,0,0,0,0,0,0
,"Deprecate. The evidence presented for deprecation is convincing and so far undisputed. Of particular note is that this unreliability is broad, and not limited to a definable area, and as such I believe deprecation is our only option. Summoned by the bot; unclear to which RfC, and so drew the short straw",0,0.0,1,0,0,0,0,0,0,0,1
,"The DRN had closed prematurely since I never got to add a third stmt. So it's apparently not resolved. Moderator suggested RfC as a binding solution. I don't know what I'm getting myself into, but I'm willing to go through the additional process to see if WP:IAR could ever be really used.",0,0.0,1,0,0,0,0,0,0,0,1
,"But if we're talking about consistency, it should be to a principle, not to other pages that may also be out of line, as it were. Also I'm not sure the Netherlands example, which has been cited previously, is analogous. Yes they are sometimes described as ""constituent countries"" which seem to be technically part of the kingdom, but they're more akin to British Overseas Territories, geographically and politically etc (that's how for example the BBC Country Profile treats them). Here we're talking about geographically contiguous home nations in a unitary state. The UAE is perhaps a closer comparison, and according to the examples above, bios do tend to append it to the constituent emirate. Adding two or three letters for clarity doesn't seem to me to be loading too much detail in. And of course there's the counter reductio ad absurdum argument that if we say ""oh, everyone knows that"", we needn't bother including half the content on many WP pages. N-HH talk/",0,0.0,1,0,0,0,0,0,0,0,1
